id,average_draft_position,first_name,last_name,injury_status,years_experience,headshot_url
25,158.0,New York,Jets,,,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nfl/500/nyj.png
28,158.5,San Francisco,49ers,,,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nfl/500/sf.png
4428085,161.0,Luke,Musgrave,injured_reserve,2,https://a.espncdn.com/i/headshots/nfl/players/full/4428085.png
4429501,163.0,Ray,Davis,,0,https://a.espncdn.com/i/headshots/nfl/players/full/4429501.png
3052587,163.0,Baker,Mayfield,,7,https://a.espncdn.com/i/headshots/nfl/players/full/3052587.png
16460,164.0,Adam,Thielen,injured_reserve,11,https://a.espncdn.com/i/headshots/nfl/players/full/16460.png
4430034,164.5,Xavier,Legette,,0,https://a.espncdn.com/i/headshots/nfl/players/full/4430034.png
4430968,167.0,Kimani,Vidal,,0,https://a.espncdn.com/i/headshots/nfl/players/full/4430968.png
9,168.0,Dallas,Cowboys,,,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nfl/500/dal.png
4596448,169.0,Bucky,Irving,,0,https://a.espncdn.com/i/headshots/nfl/players/full/4596448.png
3,169.0,Baltimore,Ravens,,,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nfl/500/bal.png
4430637,169.0,Ja'Lynn,Polk,questionable,0,https://a.espncdn.com/i/headshots/nfl/players/full/4430637.png
4685247,170.0,Braelon,Allen,,0,https://a.espncdn.com/i/headshots/nfl/players/full/4685247.png
4040655,171.0,Darnell,Mooney,,5,https://a.espncdn.com/i/headshots/nfl/players/full/4040655.png
3122840,171.5,Deshaun,Watson,injured_reserve,8,https://a.espncdn.com/i/headshots/nfl/players/full/3122840.png
4360761,175.5,Michael,Wilson,,2,https://a.espncdn.com/i/headshots/nfl/players/full/4360761.png
4688813,177.0,Josh,Downs,,2,https://a.espncdn.com/i/headshots/nfl/players/full/4688813.png
4361418,179.0,Will,Levis,questionable,2,https://a.espncdn.com/i/headshots/nfl/players/full/4361418.png
4360516,179.0,Tyrone,Tracy,questionable,0,https://a.espncdn.com/i/headshots/nfl/players/full/4360516.png
4035886,179.5,Khalil,Herbert,,4,https://a.espncdn.com/i/headshots/nfl/players/full/4035886.png
15864,182.0,Geno,Smith,,12,https://a.espncdn.com/i/headshots/nfl/players/full/15864.png
4361050,186.5,Isaiah,Likely,,3,https://a.espncdn.com/i/headshots/nfl/players/full/4361050.png
3915486,187.0,Tyler,Conklin,,7,https://a.espncdn.com/i/headshots/nfl/players/full/3915486.png
8,188.0,Cleveland,Browns,,,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nfl/500/cle.png
3046439,188.0,Hunter,Henry,,9,https://a.espncdn.com/i/headshots/nfl/players/full/3046439.png
4361577,190.0,Dyami,Brown,,4,https://a.espncdn.com/i/headshots/nfl/players/full/4361577.png
26,191.5,Pittsburgh,Steelers,,,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nfl/500/pit.png
4429025,192.0,Quentin,Johnston,questionable,2,https://a.espncdn.com/i/headshots/nfl/players/full/4429025.png
4360569,193.0,Jordan,Mason,questionable,3,https://a.espncdn.com/i/headshots/nfl/players/full/4360569.png
4361409,195.5,Jahan,Dotson,,3,https://a.espncdn.com/i/headshots/nfl/players/full/4361409.png
2578570,196.0,Jacoby,Brissett,,9,https://a.espncdn.com/i/headshots/nfl/players/full/2578570.png
4427095,196.5,DeMario,Douglas,,2,https://a.espncdn.com/i/headshots/nfl/players/full/4427095.png
4426338,197.0,Bo,Nix,,0,https://a.espncdn.com/i/headshots/nfl/players/full/4426338.png
4685720,198.0,Bryce,Young,,2,https://a.espncdn.com/i/headshots/nfl/players/full/4685720.png
4243331,199.5,Cade,Otton,,3,https://a.espncdn.com/i/headshots/nfl/players/full/4243331.png
4360635,200.5,Chig,Okonkwo,,3,https://a.espncdn.com/i/headshots/nfl/players/full/4360635.png
3116593,201.0,Dalvin,Cook,,8,https://a.espncdn.com/i/headshots/nfl/players/full/3116593.png
16757,203.0,Derek,Carr,questionable,11,https://a.espncdn.com/i/headshots/nfl/players/full/16757.png
4429013,204.0,Tank,Bigsby,,2,https://a.espncdn.com/i/headshots/nfl/players/full/4429013.png
4362887,205.5,Justin,Fields,out,4,https://a.espncdn.com/i/headshots/nfl/players/full/4362887.png
3917792,206.0,Daniel,Jones,,6,https://a.espncdn.com/i/headshots/nfl/players/full/3917792.png
16,207.0,Kansas City,Chiefs,,,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nfl/500/kc.png
4690923,208.0,Ben,Sinnott,,0,https://a.espncdn.com/i/headshots/nfl/players/full/4690923.png
